,Mom   
19311028,   1.14
19311029,   0.68
19311030,  -1.79
19311031,  -0.73
19311102,  -0.64
19311104,  -0.31
19311105,   0.69
19311106,  -0.92
19311107,  -2.18
19311109,  -1.67
19311110,   0.53
19311111,   1.14
19311112,   0.21
19311113,   3.11
19311114,  -1.39
19311116,   1.21
19311117,  -0.16
19311118,   0.77
19311119,  -0.28
19311120,   0.65
19311121,  -0.21
19311123,   1.11
19311124,   0.48
19311125,   1.78
19311127,   2.35
19311128,   1.69
19311130,  -2.54
19311201,   0.68
19311202,   2.72
19311203,  -0.83
19311204,   1.38
19311205,  -0.24
19311207,   0.01
19311208,   3.82
19311209,   1.43
19311210,   1.40
19311211,   0.36
19311212,  -1.10
19311214,   1.42
19311215,  -0.28
19311216,   0.30
19311217,   2.00
19311218,  -6.18
19311219,  -2.64
19311221,   1.90
19311222,   1.33
19311223,   1.96
19311224,   2.20
19311228,   1.46
19311229,  -0.80
19311230,   0.16
19311231,  -2.04
19320102,  -1.74
19320104,   1.04
19320105,  -0.80
19320106,  -3.60
19320107,  -4.96
19320108,  -4.93
19320109,   0.67
19320111,  -4.49
19320112,   0.62
19320113,  -2.69
19320114,  -1.73
19320115,  -0.93
19320116,   0.67
19320118,   1.35
19320119,   0.59
19320120,  -0.47
19320121,  -0.64
19320122,   2.26
19320123,   0.77
19320125,  -1.40
19320126,   0.71
19320127,   0.86
19320128,   1.87
19320129,   2.27
19320130,  -0.27
19320201,  -3.19
19320202,   2.13
19320203,   0.14
19320204,   1.13
19320205,   1.09
19320206,  -0.55
19320208,  -0.65
19320209,   0.08
19320210,   0.39
19320211,  -2.93
19320213,  -3.00
19320215,  -0.22
19320216,  -1.72
19320217,   1.49
19320218,  -0.72
19320219,  -0.66
19320220,   0.71
19320223,   1.41
19320224,   0.68
19320225,  -0.25
19320226,   0.39
19320227,   0.91
19320229,   0.39
19320301,  -0.35
19320302,  -1.59
19320303,   1.27
19320304,   0.14
19320305,  -0.59
19320307,   1.03
19320308,   0.75
19320309,   1.05
19320310,   0.15
19320311,   0.52
19320312,   0.33
19320314,   2.41
19320315,   0.29
19320316,   1.06
19320317,  -0.82
19320318,   2.08
19320319,  -1.12
19320321,   0.79
19320322,   0.80
19320323,   0.51
19320324,   0.98
19320326,   0.31
19320328,   1.02
19320329,   0.59
19320330,   1.44
19320331,   0.95
19320401,   3.10
19320402,   0.63
19320404,  -0.19
19320405,   0.33
19320406,   2.17
19320407,   2.05
19320408,   1.06
19320409,  -0.88
19320411,   0.58
19320412,  -0.46
19320413,  -1.08
19320414,  -2.03
19320415,  -2.63
19320416,   0.76
19320418,   0.90
19320419,   0.08
19320420,  -1.89
19320421,  -0.56
19320422,   1.70
19320423,  -1.06
19320425,  -0.65
19320426,   0.17
19320427,  -0.05
19320428,   2.89
19320429,   1.85
19320430,   1.18
19320502,   1.64
19320503,   1.73
19320504,   0.69
19320505,   0.76
19320506,  -2.66
19320507,  -0.12
19320509,   1.46
19320510,  -0.04
19320511,  -0.80
19320512,   2.31
19320513,   1.70
19320514,   0.40
19320516,   0.65
19320517,  -0.96
19320518,   0.95
19320519,   1.27
19320520,   0.56
19320521,  -0.08
19320523,   0.64
19320524,   2.02
19320525,   2.58
19320526,   1.81
19320527,   0.44
19320528,  -2.91
19320531,   2.36
19320601,  -1.13
19320602,  -2.52
19320603,  -5.47
19320604,  -8.09
19320606,  -0.87
19320607,   0.49
19320608,   2.35
19320609,  -0.92
19320610,  -2.50
19320611,  -0.50
19320613,   1.86
19320614,  -0.48
19320615,  -3.12
19320616,  -0.60
19320617,   3.54
19320618,  -0.66
19320620,   0.13
19320621,  -0.35
19320622,   1.13
19320623,   2.99
19320624,   2.23
19320625,   0.62
19320627,   1.51
19320628,   1.26
19320629,   2.31
19320630,  -0.12
19320701,  -1.15
19320705,   0.53
19320706,  -1.68
19320707,   0.49
19320708,  -1.00
19320709,  -0.55
19320711,  -1.12
19320712,   0.42
19320713,  -3.09
19320714,  -0.96
19320715,  -1.28
19320716,  -0.95
19320718,  -1.09
19320719,   1.42
19320720,  -1.97
19320721,  -2.64
19320722,  -2.24
19320723,   1.50
19320725,  -2.34
19320726,   0.15
19320727,  -3.74
19320728,  -4.96
19320729,  -3.57
19320730,   0.50
19320801,  -1.21
19320802,   2.22
19320803,  -3.24
19320804,  -1.67
19320805,  -0.83
19320806,  -4.24
19320808,  -5.35
19320809,  -0.38
19320810,  -4.20
19320811,  -1.23
19320812,   3.47
19320813,   2.18
19320815,  -2.99
19320816,  -2.95
19320817,   0.24
19320818,  -1.06
19320819,   0.25
19320820,  -0.94
19320822,  -3.87
19320823,   0.87
19320824,  -2.63
19320825,  -1.45
19320826,   0.21
19320827,  -2.21
19320829,  -0.08
19320830,   0.31
19320831,  -0.31
19320901,  -4.71
19320902,   0.86
19320903,   0.56
19320906,   0.05
19320907,  -3.70
19320908,   1.71
19320909,   1.17
19320910,   0.13
19320912,   2.90
19320913,   1.95
19320914,   1.53
19320915,   0.84
19320916,   0.00
19320917,  -0.89
19320919,   1.34
19320920,  -0.71
19320921,   0.39
19320922,  -0.10
19320923,  -1.33
19320924,  -1.73
19320926,   0.19
19320927,  -0.46
19320928,  -0.42
19320929,  -0.55
19320930,  -0.02
19321001,   0.36
19321003,  -1.18
19321004,   0.35
19321005,  -2.28
19321006,   0.68
19321007,  -1.17
19321008,  -0.33
19321010,  -3.48
19321011,   5.75
19321013,  -0.06
19321014,  -0.04
19321015,   0.52
19321017,  -1.23
19321018,  -0.87
19321019,   0.78
19321020,   0.40
19321021,   0.52
19321022,   1.02
19321024,  -0.70
19321025,  -0.49
19321026,   0.80
19321027,   0.10
19321028,  -0.36
19321029,  -0.54
19321031,   1.07
19321101,  -4.13
19321102,  -0.23
19321103,   0.56
19321104,  -1.40
19321105,   0.43
19321107,  -0.73
19321109,   0.27
19321110,  -2.49
19321111,  -0.60
19321112,  -0.48
19321114,   1.81
19321115,   0.10
19321116,   0.16
19321117,   0.51
19321118,   0.08
19321119,  -0.36
19321121,  -0.02
19321122,  -1.13
19321123,   0.70
19321125,  -0.55
19321126,   0.68
19321128,  -0.34
19321129,   1.05
19321130,   0.02
19321201,  -0.65
19321202,   0.78
19321203,   0.15
19321205,  -0.43
19321206,  -0.04
19321207,   0.02
19321208,   0.17
19321209,   0.40
19321210,  -1.47
19321212,  -0.52
19321213,   0.59
19321214,  -2.07
19321215,   1.32
19321216,  -0.12
19321217,   0.79
19321219,   1.80
19321220,   0.16
19321221,  -0.60
19321222,   1.72
19321223,   0.88
19321224,   0.19
19321227,   0.53
19321228,   1.40
19321229,  -0.36
19321230,  -1.68
19321231,  -0.84
19330103,   0.25
19330104,  -2.99
19330105,   0.68
19330106,  -0.36
19330109,  -0.41
19330110,  -0.83
19330111,   0.71
19330112,  -0.37
19330113,   2.38
19330114,  -0.56
19330116,   0.27
19330117,   0.92
19330118,   0.90
19330119,  -0.80
19330120,  -0.29
19330121,   0.53
19330123,  -0.49
19330124,   1.37
19330125,  -0.33
19330126,  -0.22
19330127,   0.07
19330128,  -0.10
19330130,   0.47
19330131,  -2.42
19330201,  -0.94
19330202,  -1.28
19330203,   0.53
19330204,   0.09
19330206,   0.23
19330207,   0.03
19330208,   1.64
19330209,   2.13
19330210,  -1.07
19330211,   0.20
19330214,  -2.62
19330215,  -0.24
19330216,  -0.01
19330217,  -0.11
19330218,   0.61
19330220,  -0.68
19330221,   0.37
19330223,  -0.30
19330224,   1.14
19330225,  -1.38
19330227,  -1.89
19330228,   2.21
19330301,   0.08
19330302,   0.31
19330303,   1.23
19330315,   3.32
19330316,   1.18
19330317,  -1.74
19330318,   0.42
19330320,   1.19
19330321,  -1.02
19330322,  -0.97
19330323,   1.64
19330324,  -2.53
19330325,  -0.35
19330327,  -0.30
19330328,   1.52
19330329,  -0.37
19330330,   0.74
19330331,  -0.88
19330401,  -0.87
19330403,   0.04
19330404,  -0.18
19330405,  -0.87
19330406,   1.19
19330407,  -1.29
19330408,   0.80
19330410,   3.54
19330411,  -0.05
19330412,  -1.59
19330413,   0.35
19330415,  -0.31
19330417,  -0.39
19330418,   0.73
19330419,   1.97
19330420,  -4.42
19330421,  -1.10
19330422,   2.23
19330424,  -2.13
19330425,  -0.82
19330426,   1.95
19330427,  -1.79
19330428,  -0.27
19330429,   1.31
19330501,  -1.16
19330502,   3.04
19330503,  -1.32
19330504,  -1.28
19330505,  -2.75
19330506,   0.00
19330508,  -1.69
19330509,   2.09
19330510,   1.52
19330511,   0.96
19330512,  -0.73
19330513,  -2.50
19330515,  -0.10
19330516,   0.67
19330517,  -1.68
19330518,  -0.54
19330519,  -0.64
19330520,  -1.28
19330522,   0.77
19330523,   2.00
19330524,   0.89
19330525,  -2.08
19330526,   1.85
19330527,   1.02
19330529,  -0.40
19330531,  -0.47
19330601,   1.15
19330602,   0.51
19330603,  -2.19
19330605,   0.65
19330606,   0.09
19330607,  -1.00
19330608,  -0.17
19330609,  -1.15
19330610,  -0.61
19330612,  -0.71
19330613,  -0.65
19330614,  -0.12
19330615,  -0.38
19330616,   0.89
19330617,   1.32
19330619,   2.26
19330620,   0.41
19330621,  -0.03
19330622,  -1.51
19330623,   1.57
19330624,   0.95
19330626,   1.55
19330627,   0.13
19330628,  -0.89
19330629,   0.41
19330630,   0.70
19330701,   1.54
19330703,  -0.17
19330705,  -0.85
19330706,  -0.92
19330707,  -1.40
19330708,  -0.55
19330710,  -0.20
19330711,   1.69
19330712,   0.47
19330713,  -0.25
19330714,   0.47
19330715,   0.99
19330717,   1.31
19330718,  -0.26
19330719,  -2.60
19330720,  -2.15
19330721,  -2.26
19330722,   1.61
19330724,   2.86
19330725,   0.08
19330726,   1.89
19330727,   0.30
19330728,   0.12
19330731,  -2.27
19330801,   3.04
19330802,   0.07
19330803,   0.40
19330804,  -0.48
19330807,  -0.41
19330808,   0.59
19330809,   2.69
19330810,  -0.59
19330811,   0.48
19330814,  -0.60
19330815,  -0.27
19330816,  -1.36
19330817,   2.83
19330818,  -0.64
19330821,   0.18
19330822,   0.33
19330823,   0.46
19330824,  -0.15
19330825,   1.96
19330828,   0.27
19330829,  -1.07
19330830,  -0.62
19330831,   0.37
19330901,  -0.61
19330905,  -0.07
19330906,  -0.79
19330907,  -0.88
19330908,  -0.62
19330909,  -0.16
19330911,   2.45
19330912,   0.07
19330913,   0.21
19330914,   1.23
19330915,  -0.69
19330916,   1.57
19330918,   0.38
19330919,  -0.04
19330920,  -1.73
19330921,  -4.12
19330922,   1.74
19330923,   0.47
19330925,  -1.68
19330926,  -0.21
19330927,  -1.65
19330928,  -0.06
19330929,   1.36
19330930,  -0.48
19331002,  -0.34
19331003,  -0.04
19331004,   3.10
19331005,  -0.43
19331006,  -0.40
19331007,  -0.29
19331009,  -0.12
19331010,  -1.33
19331011,  -0.05
19331013,  -2.37
19331014,  -0.52
19331016,  -2.84
19331017,   1.53
19331018,  -1.79
19331019,  -3.24
19331020,   2.30
19331021,  -2.56
19331023,   3.67
19331024,   3.59
19331025,   0.22
19331026,  -0.52
19331027,  -0.20
19331028,  -0.30
19331030,  -0.78
19331031,  -0.40
19331101,   2.20
19331102,  -0.29
19331103,   0.01
19331104,   0.90
19331106,  -0.90
19331108,   1.02
19331109,   0.12
19331110,  -0.18
19331111,   0.62
19331113,   0.00
19331114,   0.78
19331115,  -2.00
19331116,   1.78
19331117,  -0.45
19331118,   0.43
19331120,  -0.50
19331121,   0.32
19331122,  -1.08
19331123,  -1.12
19331124,  -0.69
19331125,  -0.29
19331127,  -0.96
19331128,   0.69
19331129,   1.32
19331201,   0.96
19331202,   0.12
19331204,   0.13
19331205,   1.01
19331206,   0.04
19331207,   0.55
19331208,  -0.84
19331209,   1.72
19331211,  -1.18
19331212,  -1.26
19331213,  -0.84
19331214,   1.29
19331215,  -0.67
19331216,  -0.50
19331218,  -0.91
19331219,  -0.53
19331220,  -1.58
19331221,   1.31
19331222,   4.30
19331223,  -0.23
19331226,   0.22
19331227,   0.37
19331228,  -0.45
19331229,   0.11
19331230,   0.68
19340102,   0.18
19340103,  -0.98
19340104,  -0.47
19340105,  -1.20
19340106,  -0.62
19340108,  -1.01
19340109,   0.06
19340110,   0.35
19340111,  -1.84
19340112,   0.81
19340113,  -0.01
19340115,   1.67
19340116,  -0.87
19340117,   0.23
19340118,   0.17
19340119,  -0.04
19340120,  -1.56
19340122,   0.33
19340123,   0.58
19340124,   0.32
19340125,  -0.08
19340126,   0.16
19340127,   0.05
19340129,   1.17
19340130,  -1.24
19340131,  -1.00
19340201,   0.22
19340202,  -0.02
19340203,   0.98
19340205,  -0.86
19340206,  -1.68
19340207,  -1.07
19340208,   1.85
19340209,  -1.44
19340210,   0.39
19340213,  -0.15
19340214,   0.97
19340215,   2.11
19340216,   0.50
19340217,   0.82
19340219,  -0.12
19340220,   0.86
19340221,   1.00
19340223,  -1.58
19340224,  -1.52
19340226,  -0.88
19340227,   0.54
19340228,   0.34
19340301,   0.69
19340302,   0.88
19340303,   0.01
19340305,   0.19
19340306,  -0.79
19340307,  -1.04
19340308,   1.02
19340309,   0.38
19340310,   0.08
19340312,  -0.37
19340313,  -0.30
19340314,   0.57
19340315,  -1.65
19340316,   0.40
19340317,  -0.28
19340319,  -1.29
19340320,   1.11
19340321,  -0.46
19340322,   0.92
19340323,  -0.21
19340324,   0.39
19340326,   0.13
19340327,  -1.00
19340328,   0.31
19340329,   0.11
19340331,   0.82
19340402,  -0.05
19340403,  -0.33
19340404,   0.06
19340405,  -0.78
19340406,  -0.26
19340407,   0.34
19340409,  -0.57
19340410,   0.08
19340411,   0.64
19340412,  -0.31
19340413,  -0.43
19340414,   0.22
19340416,   0.40
19340417,  -0.21
19340418,  -0.12
19340419,  -0.29
19340420,  -1.05
19340421,   0.64
19340423,  -0.10
19340424,   0.14
19340425,  -0.21
19340426,   0.33
19340427,   0.30
19340428,  -0.81
19340430,   0.29
19340501,   0.32
19340502,  -0.34
19340503,   0.27
19340504,   0.65
19340505,  -0.27
19340507,   1.19
19340508,  -0.34
19340509,  -0.23
19340510,  -0.02
19340511,   0.76
19340512,  -0.09
19340514,  -0.73
19340515,  -1.00
19340516,   0.09
19340517,  -0.39
19340518,   0.29
19340519,  -0.05
19340521,   0.24
19340522,   0.37
19340523,   0.38
19340524,   0.18
19340525,  -0.49
19340526,   0.15
19340528,   0.40
19340529,   0.10
19340531,   0.57
19340601,  -0.33
19340602,  -0.70
19340604,  -0.19
19340605,  -0.37
19340606,  -0.01
19340607,   0.77
19340608,  -1.48
19340609,  -0.78
19340611,   1.21
19340612,  -0.03
19340613,  -0.52
19340614,   0.98
19340615,  -0.68
19340616,  -1.17
19340618,   0.11
19340619,   0.80
19340620,   1.29
19340621,  -0.04
19340622,   0.66
19340623,  -0.24
19340625,   1.10
19340626,  -1.08
19340627,   0.15
19340628,  -0.50
19340629,   1.62
19340630,  -0.10
19340702,   0.65
19340703,  -0.17
19340705,  -0.35
19340706,  -0.95
19340707,   0.16
19340709,   0.56
19340710,  -0.14
19340711,   0.66
19340712,   0.98
19340713,   0.31
19340714,   0.51
19340716,   0.91
19340717,   0.96
19340718,  -0.07
19340719,   0.70
19340720,   1.99
19340721,   0.79
19340723,   1.48
19340724,   0.98
19340725,  -0.32
19340726,   1.98
19340727,   0.41
19340728,  -1.64
19340730,   0.15
19340731,  -0.03
19340801,   0.59
19340802,  -1.05
19340803,   0.84
19340804,   0.19
19340806,   0.88
19340807,  -0.12
19340808,  -0.92
19340809,   0.14
19340810,   0.23
19340811,  -0.18
19340813,   0.40
19340814,   0.03
19340815,   0.52
19340816,  -0.94
19340817,  -0.03
19340818,   0.72
19340820,   0.24
19340821,  -0.33
19340822,  -2.60
19340823,   0.22
19340824,  -1.62
19340825,  -0.50
19340827,   1.08
19340828,   0.19
19340829,   0.65
19340830,   1.22
19340831,   0.35
19340901,  -0.84
19340904,   0.39
19340905,  -0.94
19340906,   0.84
19340907,   0.78
19340908,   0.49
19340910,   0.48
19340911,  -0.70
19340912,   0.26
19340913,   0.52
19340914,   1.17
19340915,   0.16
19340917,  -0.23
19340918,  -0.42
19340919,  -0.60
19340920,  -0.44
19340921,  -1.02
19340922,   0.34
19340924,   0.95
19340925,  -2.23
19340926,   0.35
19340927,  -0.92
19340928,   0.91
19340929,   0.14
19341001,   2.17
19341002,   0.09
19341003,   0.01
19341004,   0.12
19341005,  -1.81
19341006,   0.27
19341008,   1.13
19341009,   0.90
19341010,  -2.50
19341011,  -1.95
19341013,   0.72
19341015,   0.85
19341016,  -0.42
19341017,  -0.12
19341018,   1.10
19341019,   0.34
19341020,  -0.36
19341022,   0.64
19341023,   0.82
19341024,  -1.64
19341025,   0.78
19341026,   0.96
19341027,   0.98
19341029,  -0.34
19341030,  -0.15
19341031,   0.34
19341101,   0.77
19341102,  -0.48
19341103,  -1.13
19341105,  -0.22
19341107,  -1.55
19341108,   0.18
19341109,  -1.78
19341110,   0.07
19341113,   1.03
19341114,   1.50
19341115,  -0.72
19341116,   0.51
19341117,   0.75
19341119,  -0.27
19341120,   0.99
19341121,   1.35
19341122,   0.75
19341123,  -1.01
19341124,  -0.61
19341126,  -1.69
19341127,   0.74
19341128,  -0.91
19341130,  -0.33
19341201,  -0.12
19341203,   1.45
19341204,  -0.43
19341205,  -0.96
19341206,   0.08
19341207,   1.15
19341208,   0.70
19341210,   0.63
19341211,   1.10
19341212,   0.35
19341213,   0.73
19341214,   0.45
19341215,  -0.33
19341217,  -0.28
19341218,   0.90
19341219,   2.46
19341220,   1.29
19341221,   0.93
19341222,   0.12
19341224,  -0.64
19341226,   2.50
19341227,   0.54
19341228,  -4.85
19341229,  -1.25
19341231,  -1.11
19350102,   0.03
19350103,  -1.47
19350104,  -0.54
19350105,  -1.07
19350107,  -0.62
19350108,   0.97
19350109,  -0.18
19350110,  -0.70
19350111,   1.86
19350112,   1.21
19350114,  -0.04
19350115,   2.20
19350116,  -0.49
19350117,  -0.26
19350118,   0.20
19350119,  -1.01
19350121,  -0.04
19350122,   0.83
19350123,   0.45
19350124,   0.08
19350125,  -0.03
19350126,   0.59
19350128,   0.85
19350129,   0.56
19350130,   0.22
19350131,  -0.35
19350201,   0.13
19350202,   0.58
19350204,   0.92
19350205,   1.35
19350206,   0.78
19350207,  -0.46
19350208,  -0.43
19350209,  -0.69
19350211,   1.44
19350213,   0.55
19350214,   0.10
19350215,   1.92
19350216,  -0.06
19350218,  -3.69
19350219,   1.40
19350220,   2.00
19350221,   1.72
19350223,   1.33
19350225,   0.47
19350226,   3.63
19350227,  -1.04
19350228,   0.14
19350301,  -0.40
19350302,   0.45
19350304,  -0.02
19350305,   2.88
19350306,   1.37
19350307,   0.03
19350308,  -0.91
19350309,   0.39
19350311,   1.13
19350312,   1.39
19350313,   1.41
19350314,   0.31
19350315,  -1.19
19350316,  -0.56
19350318,  -0.69
19350319,  -0.72
19350320,   0.34
19350321,  -5.10
19350322,  -2.15
19350323,   0.16
19350325,   0.05
19350326,   1.19
19350327,  -0.09
19350328,   0.28
19350329,   1.51
19350330,  -0.24
19350401,  -0.18
19350402,  -0.43
19350403,   0.33
19350404,  -0.59
